MedicineCode,MedicineName,ScientificName,Alias,AliasPyCode,AliasWbCode,WbCode,PyCode,DefaultDosage,DosageQty,DosageUnit,Unit,Price,BigPackPrice,BigPackUnit,SmallPackPrice,SmallPackUnit,ChildrenPrice,FixPrice,RetPrice,InsuranceCode,InsurancePayRate,FactoryCode,Weight,WeightUnit,Volume,VolumeUnit,Remark,IsSkinTest,IsCompound,IsDrunk,ToxicLevel,IsHighRisk,IsRefrigerated,IsTumour,AntibioticLevel,IsPrecious,IsInsulin,IsAnaleptic,IsAllergyTest,IsLimited,LimitedNote,Specification,DosageForm,IsActive,IsFirstAid,PharmacyCode,PharmacyName,AntibioticPermission,PrescriptionPermission,BaseFlag,FrequencyCode,FrequencyName,UsageCode,UsageName,ExecDeptCode,Unpack,BigPackFactor,ExecDeptName,FactoryName,InsuranceTypem,MedicineProperty,SmallPackFactor,QTY,MeducalInsuranceCode
15665,羧甲司坦口服溶液,NULL,NULL,NULL,NULL,ULNFKEII,SJSTKFRY,10,10,ml,盒,11.03,NULL,盒,NULL,支,NULL,0,11.03,NULL,乙,3242,10,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10ml/支*10支/盒,口服液,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,10,西药房,北京诚济制药股份有限公司,NULL,1,10,3,XR05CBS192X001010109198
15665,羧甲司坦口服溶液,NULL,NULL,NULL,NULL,ULNFKEII,SJSTKFRY,10,10,ml,盒,11.03,NULL,盒,NULL,支,NULL,0,11.03,NULL,乙,3242,10,ml,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10ml/支*10支/盒,口服液,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,10,西药房,北京诚济制药股份有限公司,NULL,1,10,28,XR05CBS192X001010109198
15674,沙库巴曲缬沙坦片,NULL,NULL,NULL,NULL,MXJ,SKBQXSTP,100,100,mg,盒,44.52,NULL,盒,NULL,片,NULL,0,44.52,NULL,乙,183,100,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,100mg/片*14片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,14,西药房,北京诺华制药有限公司,NULL,1,14,952,XC09DXS255A001010200100
15691,培哚普利氨氯地平片,NULL,NULL,NULL,NULL,FKUTRRFG,PDPLALDP,15,15,mg,盒,43.47,NULL,盒,NULL,片,NULL,0,43.47,NULL,乙,3243,15,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,15mg/片*7片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,7,西药房,爱尔兰Servier,NULL,1,7,685,XC09BBP131A001010179020
15699,奥拉帕利片,NULL,NULL,NULL,NULL,TRMTT,ALPLP,150,150,mg,盒,5026.56,NULL,盒,NULL,片,NULL,0,5026.56,NULL,乙,3245,150,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,150mg/片*56片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,56,西药房,AbbVie Deutschland GmbH,NULL,1,56,5,XL01XXA316A001010179096
15705,磷霉素氨丁三醇散,NULL,NULL,NULL,NULL,DFGRSDSA,LMSADSCS,3,3,g,瓶,67.5,NULL,瓶,NULL,支,NULL,0,67.5,NULL,乙,1062,3,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,3g/支*1支/瓶,粉散剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,1,西药房,东北制药集团沈阳第一制药有限公司,NULL,1,1,59,XJ01XXL097P001010101162
15729,波生坦片,NULL,NULL,NULL,NULL,ITFT,BSTP,125,125,mg,盒,2968,NULL,盒,NULL,片,NULL,0,2968,NULL,乙,3131,125,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,125mg/片*56片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,56,西药房,加拿大Patheon Inc,NULL,1,56,5,XC02KXB144A001010178189
15740,艾曲泊帕乙醇胺片,NULL,NULL,NULL,NULL,AMIMNSET,AQBPYCAP,25,25,mg,盒,4396,NULL,盒,NULL,片,NULL,0,4396,NULL,乙,3149,25,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,25mg/片*28片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,28,西药房,诺华制药有限公司,NULL,1,28,1,XB02BXA307A001010278679
15740,艾曲泊帕乙醇胺片,NULL,NULL,NULL,NULL,AMIMNSET,AQBPYCAP,25,25,mg,盒,4396,NULL,盒,NULL,片,NULL,0,4396,NULL,乙,3149,25,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,25mg/片*28片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,28,西药房,诺华制药有限公司,NULL,1,28,3,XB02BXA307A001010278679
15753,他克莫司软膏0.03%,NULL,NULL,NULL,NULL,WDANLY0.,TKMSRG0.,10,10,g,支,109.43,NULL,支,NULL,支,NULL,0,109.43,NULL,乙,2060,10,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10g/支,软膏剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,145,涂患处,1,0,1,西药房,安斯泰来制药（中国）有限公司,NULL,1,1,63,XD11AXT002F001020179406
15849,盐酸阿来替尼胶囊,NULL,NULL,NULL,NULL,FSBGFNEG,YSALTNJN,150,150,mg,盒,14165.76,NULL,盒,NULL,粒,NULL,0,14165.76,NULL,乙,3059,150,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,150mg/粒*224粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,224,西药房,德国ExcellaGmbH,NULL,1,224,10,XL01XEA314E001010182435
15852,贝米肝素钠注射液,NULL,NULL,NULL,NULL,MOEGQITI,BMGSNZSY,3500,3500,iu,支,159.39,NULL,支,NULL,支,NULL,0,1593.9,NULL,自费,2558,3500,iu,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,3500iu/支,注射剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,58,静脉推注,1,0,1,西药房,Laboratorio Farmaceutico C.T.S.R.L.,NULL,1,10,6,XB01ABB210B002030179579
15852,贝米肝素钠注射液,NULL,NULL,NULL,NULL,MOEGQITI,BMGSNZSY,3500,3500,iu,支,159.39,NULL,支,NULL,支,NULL,0,1593.9,NULL,自费,2558,3500,iu,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,3500iu/支,注射剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,58,静脉推注,1,0,1,西药房,Laboratorio Farmaceutico C.T.S.R.L.,NULL,1,10,100,XB01ABB210B002030179579
15856,恩替卡韦分散片,NULL,NULL,NULL,NULL,IWP,ETKWFSPY,0.5,0.5,mg,盒,4.54,NULL,盒,NULL,片,NULL,0,4.54,NULL,乙,837,0.5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5mg/片*21片/盒,分散片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,21,西药房,苏州东瑞制药有限公司,NULL,1,21,1409,XJ05AFE013A006010301650
15861,甲磺酸伊马替尼胶囊,NULL,NULL,NULL,NULL,LDSWCFNE,JHSYMTNJ,0.1,0.1,g,盒,469.39,NULL,盒,NULL,粒,NULL,0,469.39,NULL,乙,3184,0.1,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.1g/粒*60粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,60,西药房,正大天晴药业集团股份公司,NULL,1,60,17,XL01XEY059E001020201523
15876,氯沙坦钾片,NULL,NULL,NULL,NULL,TGGT(F03,LSTJP(17,100,100,mg,盒,23.8,NULL,盒,NULL,片,NULL,0,23.8,NULL,乙,2398,100,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,100mg/片*14片/盒,片剂,1,0,1,西药房,NULL,NULL,2,NULL,NULL,1,口服,1,0,14,西药房,浙江华海药业股份有限公司,NULL,1,14,211,XC09CAL245A001010204647
15878,甲硝唑栓,NULL,NULL,NULL,NULL,LDKS,JXZS,0.5,0.5,g,盒,8.65,NULL,盒,NULL,枚,NULL,0,8.65,NULL,甲,2753,0.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5g/枚*10枚/盒,阴道栓,1,0,1,西药房,NULL,NULL,1,NULL,NULL,84,阴道塞药,1,0,10,西药房,湖南方盛制药股份有限公司,NULL,1,10,5,XG01AFJ070D003010104920
15878,甲硝唑栓,NULL,NULL,NULL,NULL,LDKS,JXZS,0.5,0.5,g,盒,8.65,NULL,盒,NULL,枚,NULL,0,8.65,NULL,甲,2753,0.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5g/枚*10枚/盒,阴道栓,1,0,1,西药房,NULL,NULL,1,NULL,NULL,84,阴道塞药,1,0,10,西药房,湖南方盛制药股份有限公司,NULL,1,10,300,XG01AFJ070D003010104920
15880,氯沙坦钾片,NULL,NULL,NULL,NULL,TGGT(F03,LSTJ(G)(,50,50,mg,盒,28,NULL,盒,NULL,片,NULL,0,28,NULL,乙,2398,50,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,50mg/片*28片/盒,片剂,1,0,1,西药房,NULL,NULL,2,NULL,NULL,1,口服,1,0,28,西药房,浙江华海药业股份有限公司,NULL,1,28,102,XC09CAL245A001020404647
15889,马来酸咪达唑仑片,NULL,NULL,NULL,NULL,CGSKDKWT,MLSMDZLP,15,15,mg,盒,257.5,NULL,盒,NULL,片,NULL,0,257.5,NULL,乙,3264,15,mg,NULL,NULL,NULL,0,NULL,0,2,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,15mg*10片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,10,西药房,Productos Roche S.A,NULL,1,10,8,XN05CDM084A001010179436
15894,盐酸莫西沙星片,NULL,NULL,NULL,NULL,FSASIJT,MXSXP,0.4,0.4,g,盒,6.6,NULL,盒,NULL,片,NULL,0,6.6,NULL,乙,3266,0.4,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,2,0,0,NULL,NULL,NULL,NULL,0.4g/片*3片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,3,西药房,东莞市阳之康医药有限责任公司,NULL,1,3,211,XJ01MAM122A001010106988
15894,盐酸莫西沙星片,NULL,NULL,NULL,NULL,FSASIJT,MXSXP,0.4,0.4,g,盒,6.6,NULL,盒,NULL,片,NULL,0,6.6,NULL,乙,3266,0.4,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,2,0,0,NULL,NULL,NULL,NULL,0.4g/片*3片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,3,西药房,东莞市阳之康医药有限责任公司,NULL,1,3,340,XJ01MAM122A001010106988
15896,他达拉非片,NULL,NULL,NULL,NULL,NULL,TDLFPYXA,20,20,mg,盒,84.8,NULL,盒,NULL,片,NULL,0,84.8,NULL,自费,2423,20,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,20mg/片*2片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,NULL,NULL,1,0,2,西药房,江苏天士力帝益药业有限公司,NULL,1,2,217,XG04BET001A001010101500
15898,辛伐他汀片,NULL,NULL,NULL,NULL,UWWIT,XFTTP,20,20,mg,盒,2.96,NULL,盒,NULL,片,NULL,0,2.96,NULL,甲,1494,20,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,20mg/片*28片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,28,西药房,浙江京新药业股份有限公司,NULL,1,28,80,XC10AAX147A001020304658
15900,甲硝唑片,NULL,NULL,NULL,NULL,LDKT(RS),JXZP(16),0.2,0.2,g,包,1.014,NULL,包,NULL,片,NULL,0,5.07,NULL,甲,2974,0.2,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0.2g/片*20片/包,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,20,西药房,远大医药药业有限公司,NULL,1,100,826,XP01ABJ070A001010101984
15902,替吉奥胶囊,NULL,NULL,NULL,NULL,TJF,TJAJN(17,20,20,mg,盒,218.6,NULL,盒,NULL,粒,NULL,0,218.6,NULL,乙,1532,20,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,1,0,NULL,NULL,NULL,NULL,20mg/粒*28粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,28,西药房,齐鲁制药有限公司,NULL,1,28,28,XL01BCT033E001010104021
15904,盐酸多奈哌齐片,NULL,NULL,NULL,NULL,FSQDKYT,YSDNPQP,5,5,mg,盒,7.96,NULL,盒,NULL,片,NULL,0,7.96,NULL,乙,3267,5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5mg/片*7片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,7,西药房,重庆植恩药业有限公司,NULL,1,7,377,XN06DAD171A001010101033
15906,琥珀酸索利那新片,NULL,NULL,NULL,NULL,GLAT(RS),SLNXP(WX,5,5,mg,盒,58.29,NULL,盒,NULL,片,NULL,0,58.29,NULL,乙,3268,5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5mg/片*20片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,20,西药房,四川国为制药有限公司,NULL,1,20,155,XG04BDS224A001010280937
15908,对乙酰氨基酚片,NULL,NULL,NULL,NULL,NGCT,DYXAJFP,0.5,0.5,g,包,0.559,NULL,包,NULL,片,NULL,0,5.59,NULL,甲,3269,0.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5g/片*10片/包,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,10,西药房,四川省通园制药集团有限公司,NULL,1,100,256.7,XN02BED158A001010202237
15912,比索洛尔片,NULL,NULL,NULL,NULL,FAT(RS),BSLEP(17,5,5,mg,盒,10.46,NULL,盒,NULL,粒,NULL,0,10.46,NULL,甲,2991,5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5mg/片*18片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,18,西药房,成都苑东药业有限公司,NULL,1,18,221,XC07ABB087A001020202181
15912,比索洛尔片,NULL,NULL,NULL,NULL,FAT(RS),BSLEP(17,5,5,mg,盒,10.46,NULL,盒,NULL,粒,NULL,0,10.46,NULL,甲,2991,5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5mg/片*18片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,18,西药房,成都苑东药业有限公司,NULL,1,18,360,XC07ABB087A001020202181
15914,聚乙二醇4000散,NULL,NULL,NULL,NULL,PSUY,JYEC4000,10,10,g,包,35.48,NULL,包,NULL,袋,NULL,0,35.48,NULL,甲,2154,10,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10g/袋*30袋/包,粉散剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,73,冲服,1,0,30,西药房,湖南华纳大药厂有限公司,NULL,1,30,2,XA06ADJ160P001010304929
15914,聚乙二醇4000散,NULL,NULL,NULL,NULL,PSUY,JYEC4000,10,10,g,包,35.48,NULL,包,NULL,袋,NULL,0,35.48,NULL,甲,2154,10,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10g/袋*30袋/包,粉散剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,73,冲服,1,0,30,西药房,湖南华纳大药厂有限公司,NULL,1,30,5,XA06ADJ160P001010304929
15914,聚乙二醇4000散,NULL,NULL,NULL,NULL,PSUY,JYEC4000,10,10,g,包,35.48,NULL,包,NULL,袋,NULL,0,35.48,NULL,甲,2154,10,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10g/袋*30袋/包,粉散剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,73,冲服,1,0,30,西药房,湖南华纳大药厂有限公司,NULL,1,30,40,XA06ADJ160P001010304929
15916,异烟肼片,NULL,NULL,NULL,NULL,NOET(RS),YYJP(16),0.1,0.1,g,瓶,3.39,NULL,瓶,NULL,片,NULL,0,3.39,NULL,甲,467,0.1,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.1g/片*100片/瓶,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,100,西药房,西南药业股份有限公司,NULL,1,100,2,XJ04ACY155A001010100978
15916,异烟肼片,NULL,NULL,NULL,NULL,NOET(RS),YYJP(16),0.1,0.1,g,瓶,3.39,NULL,瓶,NULL,片,NULL,0,3.39,NULL,甲,467,0.1,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.1g/片*100片/瓶,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,100,西药房,西南药业股份有限公司,NULL,1,100,10,XJ04ACY155A001010100978
15918,铝碳酸镁咀嚼片,NULL,NULL,NULL,NULL,DFUKKT(R,LTSMJJP(,0.5,0.5,g,盒,12.48,NULL,盒,NULL,片,NULL,0,12.48,NULL,乙,2851,0.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.5g/片*48片/盒,咀嚼片,1,0,1,西药房,NULL,NULL,1,NULL,NULL,124,嚼服,1,0,48,西药房,重庆华森制药有限公司,NULL,1,48,17,XA02ADL183A005010301007
15922,盐酸克林霉素胶囊,NULL,NULL,NULL,NULL,FSDSFGEG,YSKLMSJN,0.15,0.15,g,盒,1.2,NULL,盒,NULL,粒,NULL,0,1.2,NULL,甲,3271,0.15,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,0.15g/粒*12粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,12,西药房,哈尔滨珍宝制药有限公司,NULL,1,12,681,XJ01FFK071E001010103677
15924,盐酸曲美他嗪缓释片,NULL,NULL,NULL,NULL,DDLT(RS),QMTQHSP(,35,35,mg,盒,14.04,NULL,盒,NULL,片,NULL,0,14.04,NULL,乙,2524,35,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,35mg/片*30片/盒,缓释片,1,0,1,西药房,NULL,NULL,2,NULL,NULL,1,口服,1,0,30,西药房,深圳翰宇药业股份有限公司,NULL,1,30,210,XC01EBQ102A010010179260
15926,氟康唑片,NULL,NULL,NULL,NULL,RYKT,FKZP,50,50,mg,盒,5.47,NULL,盒,NULL,片,NULL,0,5.47,NULL,甲,1642,50,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,1,0,0,NULL,NULL,NULL,NULL,50mg/片*24片/盒,片剂,1,0,1,西药房,NULL,NULL,1,NULL,NULL,1,口服,1,0,24,西药房,扬子江药业集团有限公司,NULL,1,24,68,XJ02ACF075A001010301749
15928,盐酸特拉唑嗪胶囊,NULL,NULL,NULL,NULL,FSTRKKEG,YSTLZQJN,2,2,mg,盒,13.4,NULL,盒,NULL,粒,NULL,0,13.4,NULL,甲,1642,2,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2mg/粒*48粒/盒,胶囊剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,48,西药房,扬子江药业集团有限公司,NULL,1,48,125,XG04CAT026E001030201747
15930,盐酸左西替利嗪片,NULL,NULL,NULL,NULL,FSDSFTKT,YSZXTLQP,5,5,mg,盒,1.38,NULL,盒,NULL,片,NULL,0,1.38,NULL,乙,3009,5,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,5mg*24片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,24,西药房,湖南九典制药股份有限公司,NULL,1,24,204,XR06AEZ066A001010904942
15932,醋酸阿比特龙片,NULL,NULL,NULL,NULL,EJIT(RS),ABTLP(ZK,0.25,0.25,g,盒,2800,NULL,盒,NULL,片,NULL,0,2800,NULL,乙,3184,0.25,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.25g/片*120片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,120,西药房,正大天晴药业集团股份公司,NULL,1,120,5,XL02BBA292A001010101523
15932,醋酸阿比特龙片,NULL,NULL,NULL,NULL,EJIT(RS),ABTLP(ZK,0.25,0.25,g,盒,2800,NULL,盒,NULL,片,NULL,0,2800,NULL,乙,3184,0.25,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.25g/片*120片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,120,西药房,正大天晴药业集团股份公司,NULL,1,120,20,XL02BBA292A001010101523
15933,马昔腾坦片,NULL,NULL,NULL,NULL,CAEFT,MXTTP,10,10,mg,盒,4140,NULL,盒,NULL,片,NULL,0,4140,NULL,乙,3163,10,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,10mg/片*30片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,NULL,NULL,1,0,30,西药房,Patheon Inc,NULL,1,30,7,XC02KXM170A001010178189
15941,布替萘芬乳膏,NULL,NULL,NULL,NULL,DFAA,BTNFRG0.,30,30,g,支,26.55,NULL,支,NULL,支,NULL,0,26.55,NULL,乙,2790,30,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,30g/支,乳膏剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,145,涂患处,1,0,1,西药房,四川明欣药业有限责任公司,NULL,1,1,112,XD01AEB178F002020102029
15941,布替萘芬乳膏,NULL,NULL,NULL,NULL,DFAA,BTNFRG0.,30,30,g,支,26.55,NULL,支,NULL,支,NULL,0,26.55,NULL,乙,2790,30,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,30g/支,乳膏剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,145,涂患处,1,0,1,西药房,四川明欣药业有限责任公司,NULL,1,1,140,XD01AEB178F002020102029
15942,司来帕格片,NULL,NULL,NULL,NULL,NGMST,SLPGP,0.2,0.2,mg,盒,2970,NULL,盒,NULL,片,NULL,0,2970,NULL,乙,3272,0.2,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.2mg/盒*60片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,60,西药房,Excella GmlH Co KG,NULL,1,60,2,XB01ACS270A001010178189
15950,依达赛珠单抗注射液,NULL,NULL,NULL,NULL,WDPGURIT,YDSZDKZS,2.5,2.5,g,支,9450,NULL,支,NULL,支,NULL,0,9450,NULL,自费,2602,2.5,g,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2.5g/支,注射剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,NULL,NULL,1,0,1,西药房,德国勃林格殷格翰公司,NULL,1,1,2,XV03ABY308B002010280023
15952,注射用全氟丁烷微球,NULL,NULL,NULL,NULL,ITEWRSOT,ZSYQFDWW,16,16,uL,瓶,511,NULL,瓶,NULL,瓶,NULL,0,511,NULL,乙,3273,16,uL,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,16uL/瓶,粉针剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,NULL,NULL,1,0,1,西药房,GE HEAL THCARE AS,NULL,1,1,3,XV08DAQ173B015010178446
15956,司来帕格片,NULL,NULL,NULL,NULL,NGMST,SLPGP,0.8,0.8,mg,盒,8583.6,NULL,盒,NULL,片,NULL,0,8583.6,NULL,乙,3272,0.8,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0.8mg/盒*60片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,60,西药房,Excella GmlH Co KG,NULL,1,60,6,XB01ACS270A001030178189
15959,阿达木单抗注射液（0.4ml预填充式注射器）,NULL,NULL,NULL,NULL,BDSURITI,ADMDKZSY,40,40,mg,支,1290,NULL,支,NULL,支,NULL,0,1290,NULL,乙,3083,40,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,40mg/支,注射剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,8,皮下,1,0,1,西药房,Vetter Pharma-Fertigung,NULL,1,1,24,XL04ABA249B002040178184
15975,地诺孕素片,NULL,NULL,NULL,NULL,FYEGT,DNYSP,2,2,mg,盒,535,NULL,盒,NULL,片,NULL,0,535,NULL,乙,3192,2,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2mg*28片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,28,西药房,德国Bayer AG,NULL,1,28,24,XG03DBD331A001010181787
15975,地诺孕素片,NULL,NULL,NULL,NULL,FYEGT,DNYSP,2,2,mg,盒,535,NULL,盒,NULL,片,NULL,0,535,NULL,乙,3192,2,mg,NULL,NULL,NULL,0,NULL,0,0,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,2mg*28片/盒,片剂,1,0,1,西药房,NULL,NULL,6,NULL,NULL,1,口服,1,0,28,西药房,德国Bayer AG,NULL,1,28,27,XG03DBD331A001010181787
